Iteration 0: x=34.15200053553391, y=-77.86681806446609, yaw=0.7853981633619211, v=0.0005, target_speed=0.05, steer_angle=0.0, target_waypoint=[ 34.152097  -77.8667216]
Iteration 422: x=34.17723632968736, y=-77.84158227032138, yaw=0.7853981632237217, v=0.009905250158666333, target_speed=0.01, steer_angle=9.424777960769308, target_waypoint=[ 34.152097  -77.8667216]
Iteration 423: x=34.177306377082765, y=-77.841512222926, yaw=0.7853981632236925, v=0.009906197657079669, target_speed=0.01, steer_angle=9.424777960769084, target_waypoint=[ 34.152097  -77.8667216]
Iteration 424: x=34.17737643111099, y=-77.8414421688978, yaw=0.7853981632236898, v=0.009907135680508872, target_speed=0.01, steer_angle=9.424777960769353, target_waypoint=[ 34.152097  -77.8667216]
Iteration 425: x=34.17744649170572, y=-77.84137210830309, yaw=0.785398163223664, v=0.009908064323703784, target_speed=0.01, steer_angle=9.424777960769118, target_waypoint=[ 34.152097  -77.8667216]
Iteration 426: x=34.17751655880129, y=-77.84130204120756, yaw=0.7853981632236636, v=0.009908983680466745, target_speed=0.01, steer_angle=9.424777960769376, target_waypoint=[ 34.152097  -77.8667216]
Iteration 427: x=34.17758663233268, y=-77.8412319676762, yaw=0.7853981632236396, v=0.009909893843662077, target_speed=0.01, steer_angle=9.424777960769138, target_waypoint=[ 34.152097  -77.8667216]
Iteration 428: x=34.17765671223553, y=-77.84116188777337, yaw=0.7853981632235991, v=0.009910794905225456, target_speed=0.01, steer_angle=9.42477796076897, target_waypoint=[ 34.152097  -77.8667216]
Iteration 429: x=34.17772679844614, y=-77.84109180156278, yaw=0.7853981632235469, v=0.0099116869561732, target_speed=0.01, steer_angle=9.424777960768854, target_waypoint=[ 34.152097  -77.8667216]
Iteration 430: x=34.17779689090142, y=-77.84102170910752, yaw=0.7853981632235283, v=0.009912570086611469, target_speed=0.01, steer_angle=9.424777960769191, target_waypoint=[ 34.152097  -77.8667216]
Iteration 431: x=34.177866989538934, y=-77.84095161047003, yaw=0.7853981632235331, v=0.009913444385745354, target_speed=0.01, steer_angle=-9.424777960769331, target_waypoint=[ 34.152097  -77.8667216]
Iteration 432: x=34.17793709429685, y=-77.84088150571213, yaw=0.785398163223554, v=0.0099143099418879, target_speed=0.01, steer_angle=-9.424777960769168, target_waypoint=[ 34.152097  -77.8667216]
Iteration 433: x=34.17800720511397, y=-77.84081139489504, yaw=0.7853981632235865, v=0.009915166842469021, target_speed=0.01, steer_angle=-9.424777960769052, target_waypoint=[ 34.152097  -77.8667216]
Iteration 434: x=34.178077321929706, y=-77.84074127807934, yaw=0.7853981632235859, v=0.009916015174044331, target_speed=0.01, steer_angle=9.424777960769374, target_waypoint=[ 34.152097  -77.8667216]
Iteration 435: x=34.178147444684065, y=-77.840671155325, yaw=0.7853981632235623, v=0.009916855022303888, target_speed=0.01, steer_angle=9.424777960769141, target_waypoint=[ 34.152097  -77.8667216]
Iteration 436: x=34.17821757331766, y=-77.84060102669143, yaw=0.7853981632235634, v=0.00991768647208085, target_speed=0.01, steer_angle=-9.424777960769369, target_waypoint=[ 34.152097  -77.8667216]
Iteration 437: x=34.1782877077717, y=-77.84053089223741, yaw=0.7853981632235412, v=0.009918509607360041, target_speed=0.01, steer_angle=9.424777960769156, target_waypoint=[ 34.152097  -77.8667216]
Iteration 438: x=34.17835784798798, y=-77.84046075202116, yaw=0.7853981632235432, v=0.00991932451128644, target_speed=0.01, steer_angle=-9.42477796076936, target_waypoint=[ 34.152097  -77.8667216]
Iteration 439: x=34.17842799390888, y=-77.84039060610029, yaw=0.7853981632235216, v=0.009920131266173577, target_speed=0.01, steer_angle=9.424777960769163, target_waypoint=[ 34.152097  -77.8667216]
Iteration 440: x=34.178498145477356, y=-77.84032045453183, yaw=0.7853981632234839, v=0.009920929953511841, target_speed=0.01, steer_angle=9.424777960769, target_waypoint=[ 34.152097  -77.8667216]
Iteration 441: x=34.178568302636926, y=-77.8402502973723, yaw=0.7853981632234749, v=0.009921720653976722, target_speed=0.01, steer_angle=9.424777960769289, target_waypoint=[ 34.152097  -77.8667216]
Iteration 442: x=34.17863846533168, y=-77.84018013467757, yaw=0.7853981632234459, v=0.009922503447436955, target_speed=0.01, steer_angle=9.424777960769088, target_waypoint=[ 34.152097  -77.8667216]
Iteration 443: x=34.17870863350627, y=-77.84010996650301, yaw=0.7853981632234032, v=0.009923278412962585, target_speed=0.01, steer_angle=9.42477796076895, target_waypoint=[ 34.152097  -77.8667216]
Iteration 444: x=34.17877880710589, y=-77.84003979290341, yaw=0.785398163223351, v=0.009924045628832959, target_speed=0.01, steer_angle=9.424777960768854, target_waypoint=[ 34.152097  -77.8667216]
Iteration 445: x=34.1788489860763, y=-77.83996961393304, yaw=0.785398163223292, v=0.00992480517254463, target_speed=0.01, steer_angle=9.424777960768786, target_waypoint=[ 34.152097  -77.8667216]
Iteration 446: x=34.178919170363784, y=-77.83989942964557, yaw=0.7853981632232288, v=0.009925557120819183, target_speed=0.01, steer_angle=9.424777960768742, target_waypoint=[ 34.152097  -77.8667216]
Iteration 447: x=34.17898935991517, y=-77.8398292400942, yaw=0.7853981632232018, v=0.00992630154961099, target_speed=0.01, steer_angle=9.424777960769108, target_waypoint=[ 34.152097  -77.8667216]
Iteration 448: x=34.17905955467783, y=-77.83975904533158, yaw=0.7853981632232003, v=0.00992703853411488, target_speed=0.01, steer_angle=9.424777960769365, target_waypoint=[ 34.152097  -77.8667216]
Iteration 449: x=34.17912975459964, y=-77.83968884540978, yaw=0.7853981632231773, v=0.009927768148773731, target_speed=0.01, steer_angle=9.424777960769148, target_waypoint=[ 34.152097  -77.8667216]
Iteration 450: x=34.17919995962902, y=-77.83961864038044, yaw=0.7853981632231788, v=0.009928490467285995, target_speed=0.01, steer_angle=-9.424777960769365, target_waypoint=[ 34.152097  -77.8667216]
Iteration 451: x=34.17927016971488, y=-77.8395484302946, yaw=0.7853981632231579, v=0.009929205562613135, target_speed=0.01, steer_angle=9.42477796076917, target_waypoint=[ 34.152097  -77.8667216]
Iteration 452: x=34.17934038480667, y=-77.83947821520283, yaw=0.7853981632231215, v=0.009929913506987003, target_speed=0.01, steer_angle=9.424777960769013, target_waypoint=[ 34.152097  -77.8667216]
Iteration 453: x=34.17941060485432, y=-77.83940799515521, yaw=0.7853981632231135, v=0.009930614371917133, target_speed=0.01, steer_angle=9.4247779607693, target_waypoint=[ 34.152097  -77.8667216]
Iteration 454: x=34.17948082980827, y=-77.83933777020128, yaw=0.7853981632230863, v=0.009931308228197962, target_speed=0.01, steer_angle=9.424777960769106, target_waypoint=[ 34.152097  -77.8667216]
Iteration 455: x=34.17955105961946, y=-77.83926754039011, yaw=0.7853981632230845, v=0.009931995145915983, target_speed=0.01, steer_angle=9.424777960769362, target_waypoint=[ 34.152097  -77.8667216]
Iteration 456: x=34.179621294239325, y=-77.83919730577027, yaw=0.7853981632231009, v=0.009932675194456824, target_speed=0.01, steer_angle=-9.424777960769216, target_waypoint=[ 34.152097  -77.8667216]
Iteration 457: x=34.179691533619774, y=-77.83912706638985, yaw=0.7853981632231292, v=0.009933348442512256, target_speed=0.01, steer_angle=-9.424777960769095, target_waypoint=[ 34.152097  -77.8667216]
Iteration 458: x=34.179761777713196, y=-77.83905682229646, yaw=0.7853981632231277, v=0.009934014958087134, target_speed=0.01, steer_angle=9.424777960769365, target_waypoint=[ 34.152097  -77.8667216]
Iteration 459: x=34.17983202647247, y=-77.83898657353721, yaw=0.7853981632231056, v=0.009934674808506263, target_speed=0.01, steer_angle=9.424777960769157, target_waypoint=[ 34.152097  -77.8667216]
Iteration 460: x=34.17990227985093, y=-77.83891632015877, yaw=0.7853981632230691, v=0.0099353280604212, target_speed=0.01, steer_angle=9.424777960769012, target_waypoint=[ 34.152097  -77.8667216]
Iteration 461: x=34.179972537802385, y=-77.83884606220734, yaw=0.7853981632230606, v=0.009935974779816987, target_speed=0.01, steer_angle=9.424777960769294, target_waypoint=[ 34.152097  -77.8667216]
Iteration 462: x=34.18004280028111, y=-77.83877579972864, yaw=0.7853981632230717, v=0.009936615032018817, target_speed=0.01, steer_angle=-9.424777960769267, target_waypoint=[ 34.152097  -77.8667216]
Iteration 463: x=34.18011306724183, y=-77.83870553276795, yaw=0.7853981632230964, v=0.00993724888169863, target_speed=0.01, steer_angle=-9.42477796076913, target_waypoint=[ 34.152097  -77.8667216]
Iteration 464: x=34.18018333863972, y=-77.83863526137007, yaw=0.7853981632230929, v=0.009937876392881644, target_speed=0.01, steer_angle=9.424777960769344, target_waypoint=[ 34.152097  -77.8667216]
Iteration 465: x=34.18025361443042, y=-77.8385649855794, yaw=0.7853981632231074, v=0.009938497628952828, target_speed=0.01, steer_angle=-9.424777960769234, target_waypoint=[ 34.152097  -77.8667216]
Iteration 466: x=34.18032389456999, y=-77.83849470543986, yaw=0.7853981632231345, v=0.0099391126526633, target_speed=0.01, steer_angle=-9.424777960769108, target_waypoint=[ 34.152097  -77.8667216]
Iteration 467: x=34.18039417901494, y=-77.83842442099493, yaw=0.7853981632231327, v=0.009939721526136668, target_speed=0.01, steer_angle=9.424777960769362, target_waypoint=[ 34.152097  -77.8667216]
Iteration 468: x=34.180464467722224, y=-77.83835413228766, yaw=0.7853981632231483, v=0.009940324310875302, target_speed=0.01, steer_angle=-9.424777960769223, target_waypoint=[ 34.152097  -77.8667216]
Iteration 469: x=34.180534760649216, y=-77.8382838393607, yaw=0.7853981632231758, v=0.009940921067766548, target_speed=0.01, steer_angle=-9.424777960769102, target_waypoint=[ 34.152097  -77.8667216]
Iteration 470: x=34.18060505775372, y=-77.83821354225621, yaw=0.7853981632231746, v=0.009941511857088883, target_speed=0.01, steer_angle=9.424777960769367, target_waypoint=[ 34.152097  -77.8667216]
Iteration 471: x=34.180675358993966, y=-77.838143241016, yaw=0.7853981632231904, v=0.009942096738517994, target_speed=0.01, steer_angle=-9.42477796076922, target_waypoint=[ 34.152097  -77.8667216]
Iteration 472: x=34.18074566432859, y=-77.8380729356814, yaw=0.785398163223181, v=0.009942675771132814, target_speed=0.01, steer_angle=9.424777960769285, target_waypoint=[ 34.152097  -77.8667216]
Iteration 473: x=34.18081597371665, y=-77.83800262629336, yaw=0.7853981632231909, v=0.009943249013421486, target_speed=0.01, steer_angle=-9.42477796076928, target_waypoint=[ 34.152097  -77.8667216]
Iteration 474: x=34.1808862871176, y=-77.83793231289243, yaw=0.7853981632232147, v=0.00994381652328727, target_speed=0.01, steer_angle=-9.424777960769141, target_waypoint=[ 34.152097  -77.8667216]
Iteration 475: x=34.18095660449133, y=-77.83786199551874, yaw=0.7853981632232108, v=0.009944378358054397, target_speed=0.01, steer_angle=9.42477796076934, target_waypoint=[ 34.152097  -77.8667216]
Iteration 476: x=34.1810269257981, y=-77.83779167421199, yaw=0.7853981632231878, v=0.009944934574473853, target_speed=0.01, steer_angle=9.424777960769148, target_waypoint=[ 34.152097  -77.8667216]
Iteration 477: x=34.18109725099859, y=-77.83772134901152, yaw=0.7853981632231882, v=0.009945485228729114, target_speed=0.01, steer_angle=-9.424777960769376, target_waypoint=[ 34.152097  -77.8667216]
Iteration 478: x=34.18116758005385, y=-77.83765101995628, yaw=0.7853981632232049, v=0.009946030376441824, target_speed=0.01, steer_angle=-9.424777960769212, target_waypoint=[ 34.152097  -77.8667216]
Iteration 479: x=34.18123791292535, y=-77.83758068708481, yaw=0.7853981632231966, v=0.009946570072677406, target_speed=0.01, steer_angle=9.424777960769296, target_waypoint=[ 34.152097  -77.8667216]
Iteration 480: x=34.181308249574904, y=-77.83751035043528, yaw=0.785398163223207, v=0.009947104371950632, target_speed=0.01, steer_angle=-9.424777960769275, target_waypoint=[ 34.152097  -77.8667216]
Iteration 481: x=34.18137858996475, y=-77.83744001004546, yaw=0.7853981632231942, v=0.009947633328231125, target_speed=0.01, steer_angle=9.424777960769251, target_waypoint=[ 34.152097  -77.8667216]
Iteration 482: x=34.18144893405748, y=-77.83736966595275, yaw=0.7853981632232017, v=0.009948156994948814, target_speed=0.01, steer_angle=-9.424777960769305, target_waypoint=[ 34.152097  -77.8667216]
Iteration 483: x=34.18151928181606, y=-77.8372993181942, yaw=0.7853981632232233, v=0.009948675424999326, target_speed=0.01, steer_angle=-9.424777960769163, target_waypoint=[ 34.152097  -77.8667216]
Iteration 484: x=34.181589633203835, y=-77.83722896680645, yaw=0.7853981632232185, v=0.009949188670749332, target_speed=0.01, steer_angle=9.424777960769331, target_waypoint=[ 34.152097  -77.8667216]
Iteration 485: x=34.181659988184514, y=-77.8371586118258, yaw=0.7853981632231956, v=0.00994969678404184, target_speed=0.01, steer_angle=9.424777960769148, target_waypoint=[ 34.152097  -77.8667216]
Iteration 486: x=34.18173034672217, y=-77.83708825328817, yaw=0.7853981632231596, v=0.00995019981620142, target_speed=0.01, steer_angle=9.424777960769019, target_waypoint=[ 34.152097  -77.8667216]
Iteration 487: x=34.181800708781225, y=-77.83701789122914, yaw=0.7853981632231146, v=0.009950697818039407, target_speed=0.01, steer_angle=9.424777960768928, target_waypoint=[ 34.152097  -77.8667216]
Iteration 488: x=34.18187107432647, y=-77.83694752568391, yaw=0.7853981632230994, v=0.009951190839859013, target_speed=0.01, steer_angle=9.424777960769227, target_waypoint=[ 34.152097  -77.8667216]
Iteration 489: x=34.181941443323055, y=-77.83687715668735, yaw=0.7853981632231051, v=0.009951678931460423, target_speed=0.01, steer_angle=-9.424777960769323, target_waypoint=[ 34.152097  -77.8667216]
Iteration 490: x=34.18201181573645, y=-77.83680678427397, yaw=0.7853981632231251, v=0.009952162142145818, target_speed=0.01, steer_angle=-9.424777960769179, target_waypoint=[ 34.152097  -77.8667216]
Iteration 491: x=34.182082191532494, y=-77.83673640847796, yaw=0.7853981632231551, v=0.00995264052072436, target_speed=0.01, steer_angle=-9.424777960769077, target_waypoint=[ 34.152097  -77.8667216]
Iteration 492: x=34.18215257067736, y=-77.83666602933312, yaw=0.7853981632231568, v=0.009953114115517116, target_speed=0.01, steer_angle=-9.424777960769363, target_waypoint=[ 34.152097  -77.8667216]
Iteration 493: x=34.182222953137554, y=-77.83659564687295, yaw=0.7853981632231741, v=0.009953582974361944, target_speed=0.01, steer_angle=-9.424777960769205, target_waypoint=[ 34.152097  -77.8667216]
Iteration 494: x=34.18229333887993, y=-77.8365252611306, yaw=0.7853981632231667, v=0.009954047144618325, target_speed=0.01, steer_angle=9.424777960769305, target_waypoint=[ 34.152097  -77.8667216]
Iteration 495: x=34.18236372787166, y=-77.8364548721389, yaw=0.7853981632231423, v=0.009954506673172141, target_speed=0.01, steer_angle=9.424777960769134, target_waypoint=[ 34.152097  -77.8667216]
Iteration 496: x=34.18243412008026, y=-77.83638447993033, yaw=0.785398163223106, v=0.00995496160644042, target_speed=0.01, steer_angle=9.424777960769015, target_waypoint=[ 34.152097  -77.8667216]
Iteration 497: x=34.18250451547355, y=-77.83631408453707, yaw=0.7853981632230617, v=0.009955411990376016, target_speed=0.01, steer_angle=9.424777960768935, target_waypoint=[ 34.152097  -77.8667216]
Iteration 498: x=34.182574914019696, y=-77.83624368599095, yaw=0.7853981632230116, v=0.009955857870472257, target_speed=0.01, steer_angle=9.424777960768877, target_waypoint=[ 34.152097  -77.8667216]
Iteration 499: x=34.182645315687154, y=-77.83617328432352, yaw=0.7853981632229577, v=0.009956299291767534, target_speed=0.01, steer_angle=9.42477796076884, target_waypoint=[ 34.152097  -77.8667216]
